Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
20,Travel_Frequently,1387,Human Resources,6,2,2,Female,3,Manufacturing Director,1,Single,8095,6,No,10,3,2,0,10,1,2,28,3,12,2,No
40,Non-Travel,780,Sales,1,1,2,Male,5,Sales Executive,2,Single,17872,7,No,13,4,4,2,22,3,1,24,3,11,16,Yes
36,Non-Travel,186,Human Resources,6,4,2,Female,4,Sales Executive,1,Single,14501,8,Yes,22,4,3,0,19,1,2,9,2,11,13,Yes
49,Non-Travel,418,Research & Development,18,2,4,Female,1,Research Scientist,1,Divorced,1757,2,Yes,24,4,3,1,14,2,3,10,9,0,1,Yes
26,Travel_Rarely,143,Research & Development,14,4,3,Male,4,Research Scientist,2,Divorced,15765,5,Yes,21,3,3,0,26,4,2,8,8,4,8,Yes
50,Travel_Rarely,162,Sales,11,3,4,Female,5,Manager,4,Divorced,17759,6,Yes,19,4,2,2,25,0,2,0,0,2,5,Yes
47,Travel_Frequently,322,Sales,28,2,3,Male,3,Laboratory Technician,4,Single,16560,9,No,20,4,3,0,25,3,1,26,5,9,5,No
28,Non-Travel,888,Sales,10,3,3,Male,2,Research Scientist,3,Single,10008,5,Yes,16,3,4,2,28,5,3,15,6,7,11,Yes
32,Non-Travel,1172,Human Resources,24,2,3,Female,5,Laboratory Technician,2,Single,12685,5,No,13,3,3,0,0,4,1,24,4,1,12,No
20,Non-Travel,918,Sales,4,2,4,Male,1,Research Scientist,4,Single,15465,0,Yes,14,3,2,0,4,3,3,9,9,1,5,No
36,Travel_Rarely,386,Research & Development,16,4,1,Male,5,Manufacturing Director,4,Married,9004,3,No,13,4,1,2,29,3,2,9,3,2,8,No
28,Travel_Frequently,942,Human Resources,4,3,4,Male,1,Sales Executive,4,Divorced,8819,2,Yes,24,4,2,1,28,1,1,15,4,10,3,Yes
22,Travel_Rarely,423,Sales,3,4,2,Female,1,Sales Representative,1,Divorced,12435,8,No,10,4,2,2,14,0,3,16,7,1,15,No
41,Travel_Rarely,745,Human Resources,20,4,2,Female,3,Healthcare Representative,1,Single,1817,0,Yes,11,4,4,1,21,4,2,20,3,0,7,Yes
41,Travel_Rarely,1344,Sales,19,4,3,Female,1,Sales Executive,1,Divorced,3358,8,No,13,4,1,1,39,0,2,8,15,14,6,Yes
21,Non-Travel,288,Sales,17,2,4,Male,4,Manufacturing Director,4,Single,17418,9,Yes,10,3,1,1,17,4,1,15,12,11,11,Yes
25,Travel_Rarely,1324,Sales,13,2,2,Male,3,Manager,3,Married,19441,6,No,24,4,2,0,8,2,3,26,17,3,6,No
21,Travel_Frequently,479,Sales,8,4,2,Male,4,Manufacturing Director,2,Divorced,9766,1,No,22,4,4,2,4,4,2,5,11,0,9,No
46,Non-Travel,1038,Research & Development,22,4,1,Female,4,Laboratory Technician,3,Divorced,4386,1,No,16,3,2,1,32,5,2,7,1,12,6,No
32,Non-Travel,465,Sales,6,2,4,Male,4,Laboratory Technician,1,Divorced,3764,3,No,10,3,2,1,39,1,2,9,7,10,7,No
20,Travel_Frequently,329,Research & Development,14,3,3,Male,1,Sales Representative,2,Married,5535,0,Yes,11,3,2,0,15,1,3,33,5,8,2,Yes
26,Travel_Frequently,730,Research & Development,27,3,2,Female,5,Research Scientist,3,Single,8695,8,Yes,15,3,1,1,11,5,3,3,3,2,13,No
58,Travel_Frequently,633,Sales,19,1,4,Male,5,Manufacturing Director,4,Married,12576,0,Yes,18,3,1,1,17,0,3,33,1,13,0,No
28,Non-Travel,810,Sales,24,1,1,Male,3,Manager,3,Divorced,6761,7,Yes,13,3,3,2,0,5,2,23,16,11,4,No
46,Non-Travel,430,Sales,6,1,1,Male,1,Sales Representative,1,Married,11479,2,No,19,3,2,1,29,1,2,18,12,13,6,No
37,Travel_Frequently,1469,Sales,1,2,2,Male,4,Manager,1,Married,14086,3,Yes,11,3,1,0,16,4,2,17,7,6,9,Yes
25,Travel_Frequently,1040,Research & Development,24,4,2,Female,4,Manager,2,Married,2717,2,Yes,14,4,4,2,29,4,1,12,15,1,14,Yes
30,Travel_Frequently,1276,Human Resources,16,2,2,Female,1,Sales Representative,4,Married,11894,3,Yes,11,3,1,0,6,4,2,22,4,4,15,No
18,Travel_Frequently,1191,Research & Development,22,4,1,Male,5,Manufacturing Director,4,Married,11861,6,Yes,11,3,3,2,20,3,1,21,0,8,0,Yes
49,Non-Travel,1113,Research & Development,24,2,4,Female,4,Manager,1,Single,14774,9,No,23,4,2,2,3,3,3,18,3,6,13,No
32,Travel_Rarely,298,Sales,11,2,2,Male,1,Healthcare Representative,4,Divorced,13800,4,No,17,3,2,0,8,4,3,15,8,14,5,No
38,Non-Travel,923,Sales,4,2,4,Male,4,Healthcare Representative,1,Divorced,19414,5,Yes,13,3,1,2,3,3,3,34,4,7,13,Yes
24,Travel_Frequently,1357,Sales,27,3,3,Female,5,Sales Executive,2,Divorced,10371,0,No,22,3,4,0,33,0,3,28,1,5,1,No
52,Travel_Rarely,234,Research & Development,9,3,4,Female,5,Research Scientist,1,Single,5928,3,No,22,4,2,1,2,3,3,25,7,5,1,No
27,Travel_Rarely,747,Human Resources,5,2,2,Male,5,Sales Representative,2,Married,12178,8,Yes,16,4,4,0,28,5,1,31,16,7,15,Yes
41,Travel_Frequently,358,Sales,16,4,3,Female,5,Sales Representative,3,Married,4803,0,Yes,18,4,2,1,5,1,3,32,7,6,6,Yes
54,Travel_Rarely,1213,Human Resources,1,3,2,Male,1,Manager,1,Single,3642,5,Yes,19,4,2,1,37,2,2,27,3,0,2,Yes
47,Travel_Rarely,1403,Research & Development,2,3,2,Female,1,Laboratory Technician,4,Married,13839,1,No,15,3,3,1,21,4,2,1,7,11,8,No
43,Travel_Rarely,172,Research & Development,22,2,4,Male,2,Sales Representative,1,Married,18100,3,Yes,12,4,4,1,23,2,2,7,11,1,6,Yes
55,Non-Travel,1221,Research & Development,3,3,4,Female,5,Sales Executive,4,Divorced,11947,4,No,10,3,3,1,31,1,2,29,3,14,9,No
25,Non-Travel,604,Human Resources,17,2,2,Male,5,Sales Executive,1,Single,19886,3,No,13,4,1,1,12,4,3,19,6,13,12,No
58,Travel_Rarely,1449,Human Resources,13,4,1,Male,1,Manufacturing Director,1,Married,11830,5,Yes,19,4,4,0,0,3,1,12,11,7,15,Yes
41,Non-Travel,120,Human Resources,4,2,3,Male,5,Sales Executive,3,Single,12865,1,Yes,11,4,4,0,34,5,2,33,7,2,6,Yes
35,Travel_Frequently,368,Research & Development,27,2,4,Male,2,Research Scientist,1,Single,13218,4,Yes,18,4,1,1,10,5,1,27,16,9,5,Yes
28,Non-Travel,1105,Sales,5,2,4,Male,3,Sales Executive,4,Married,11678,5,Yes,21,4,1,0,0,0,3,10,6,0,11,No
49,Travel_Rarely,1189,Research & Development,19,4,2,Female,4,Sales Representative,4,Single,6418,3,No,16,4,2,0,19,5,2,27,13,11,14,No
59,Travel_Rarely,211,Human Resources,4,4,3,Female,1,Sales Executive,1,Divorced,14464,9,Yes,16,3,4,0,20,1,3,34,7,8,2,Yes
46,Travel_Rarely,324,Sales,17,2,4,Male,2,Sales Representative,2,Married,11460,7,Yes,12,4,4,0,2,1,3,15,13,5,5,No
19,Non-Travel,573,Research & Development,5,4,1,Female,2,Sales Executive,4,Divorced,17870,5,No,20,3,3,0,26,0,1,33,9,10,5,No
37,Travel_Frequently,148,Research & Development,25,2,2,Male,2,Sales Representative,4,Single,4134,1,Yes,20,4,4,1,21,4,1,29,12,13,1,Yes
48,Travel_Rarely,1194,Research & Development,13,1,1,Female,2,Laboratory Technician,2,Married,4912,0,No,23,3,2,2,38,0,1,29,9,4,16,No
34,Non-Travel,1037,Human Resources,1,1,3,Female,3,Laboratory Technician,2,Single,13256,5,No,11,4,1,0,0,5,2,1,8,8,13,No
50,Non-Travel,1148,Research & Development,2,2,4,Female,4,Sales Executive,1,Divorced,10688,6,Yes,10,4,4,0,22,2,1,6,14,7,11,Yes
47,Travel_Frequently,757,Sales,16,2,2,Male,1,Research Scientist,4,Divorced,8931,0,Yes,15,4,2,2,32,5,2,16,0,14,6,Yes
20,Non-Travel,996,Sales,15,2,4,Female,4,Research Scientist,1,Single,8985,0,Yes,16,3,4,1,21,0,3,9,12,3,10,Yes
41,Travel_Rarely,901,Research & Development,10,2,3,Male,1,Research Scientist,1,Married,13675,8,No,19,4,3,1,4,0,1,19,1,7,10,No
25,Travel_Frequently,1071,Human Resources,17,1,2,Male,4,Manager,2,Married,4462,9,No,14,4,3,2,26,1,3,7,12,1,2,No
38,Non-Travel,730,Research & Development,23,2,4,Male,1,Manager,2,Single,10413,0,Yes,23,4,4,0,27,3,3,24,5,1,12,No
34,Travel_Frequently,1011,Human Resources,21,3,3,Male,5,Manufacturing Director,1,Single,9120,5,Yes,14,4,3,1,21,4,1,28,14,10,8,Yes
51,Travel_Rarely,1003,Sales,21,2,3,Male,2,Sales Representative,1,Divorced,11903,5,Yes,11,4,2,0,18,3,3,25,10,9,15,Yes
54,Non-Travel,997,Sales,27,2,1,Male,1,Sales Executive,3,Single,17743,6,Yes,14,4,3,0,15,5,3,18,6,10,1,No
37,Non-Travel,1321,Human Resources,6,1,3,Female,1,Research Scientist,3,Single,2271,3,Yes,12,3,3,2,35,0,1,1,14,10,9,Yes
40,Non-Travel,589,Research & Development,3,1,1,Male,2,Manufacturing Director,1,Single,3603,8,Yes,18,3,3,2,16,1,3,7,17,11,9,Yes
44,Travel_Frequently,1330,Human Resources,4,4,2,Female,5,Manager,2,Married,10342,6,Yes,23,4,1,2,27,5,2,9,5,11,12,Yes
45,Travel_Rarely,139,Human Resources,1,4,4,Female,2,Manufacturing Director,4,Divorced,4852,7,Yes,20,4,4,1,2,2,1,19,9,3,12,No
44,Travel_Rarely,780,Sales,9,2,4,Female,3,Laboratory Technician,4,Divorced,11829,4,No,12,3,3,0,16,5,2,8,14,7,4,No
50,Non-Travel,718,Human Resources,4,4,2,Female,4,Laboratory Technician,1,Divorced,13368,5,Yes,23,4,1,1,16,0,1,17,4,12,15,Yes
59,Non-Travel,1315,Research & Development,26,1,2,Female,2,Manufacturing Director,1,Divorced,19491,9,No,10,3,3,0,2,0,3,6,4,3,5,No
52,Travel_Rarely,163,Research & Development,10,1,1,Female,4,Research Scientist,3,Married,5430,4,Yes,13,4,1,0,6,1,2,11,0,7,5,No
23,Travel_Frequently,403,Research & Development,7,3,1,Female,3,Sales Executive,2,Married,4647,4,Yes,17,3,4,2,23,4,1,21,1,14,4,Yes
38,Travel_Frequently,756,Sales,15,3,3,Male,5,Manufacturing Director,3,Single,4707,9,No,23,3,3,0,26,2,1,13,15,12,0,No
37,Travel_Frequently,1241,Human Resources,13,3,4,Female,4,Manager,2,Married,15294,3,Yes,24,4,2,0,0,5,3,24,17,14,15,Yes
39,Travel_Frequently,749,Research & Development,1,2,4,Female,2,Healthcare Representative,4,Married,18590,0,No,18,3,4,0,19,1,3,30,7,6,16,No
40,Non-Travel,994,Sales,27,4,2,Female,3,Manufacturing Director,1,Divorced,7268,5,Yes,24,4,1,1,35,1,1,4,6,5,16,Yes
48,Non-Travel,350,Sales,20,3,4,Female,5,Research Scientist,3,Single,9639,4,No,11,4,3,1,5,4,1,30,9,14,9,No
35,Travel_Rarely,1420,Human Resources,24,2,2,Male,2,Manager,4,Single,19766,0,Yes,12,3,2,2,22,1,2,9,17,5,1,Yes
29,Travel_Frequently,1197,Human Resources,27,2,3,Male,3,Manager,3,Divorced,5464,4,Yes,13,3,3,2,11,5,1,20,3,1,4,Yes
37,Non-Travel,160,Research & Development,25,2,2,Male,5,Sales Executive,1,Divorced,2426,5,No,16,3,1,0,4,4,3,12,2,0,9,No
53,Travel_Rarely,1085,Human Resources,7,1,4,Female,1,Sales Executive,4,Divorced,10864,8,Yes,23,4,4,1,4,5,3,23,10,9,16,Yes
31,Non-Travel,281,Research & Development,22,1,2,Female,5,Sales Representative,1,Married,11877,3,Yes,10,3,3,1,26,1,2,26,1,4,14,Yes
18,Travel_Frequently,883,Human Resources,1,2,4,Female,5,Healthcare Representative,4,Married,2741,1,Yes,18,3,3,2,15,0,2,34,7,14,15,Yes
59,Travel_Frequently,1091,Sales,11,1,1,Female,3,Healthcare Representative,3,Married,12171,4,Yes,23,3,4,0,25,0,3,9,5,4,1,No
26,Travel_Rarely,1396,Sales,22,4,4,Male,2,Manufacturing Director,4,Married,5807,6,No,15,4,1,2,33,5,3,25,5,9,13,No
43,Non-Travel,198,Human Resources,20,4,2,Female,1,Healthcare Representative,1,Divorced,4030,5,No,15,4,2,2,0,5,2,17,12,1,10,No
51,Travel_Frequently,502,Human Resources,22,3,3,Male,4,Laboratory Technician,1,Divorced,12043,6,Yes,15,4,1,0,36,0,1,32,12,8,7,Yes
29,Travel_Frequently,1066,Research & Development,22,4,3,Female,2,Research Scientist,4,Single,17437,0,Yes,17,3,3,0,7,2,2,7,13,0,8,Yes
32,Travel_Frequently,466,Human Resources,2,3,3,Female,3,Manufacturing Director,3,Divorced,4859,9,No,22,4,2,2,30,0,2,25,7,0,15,No
29,Travel_Rarely,1097,Research & Development,17,3,2,Female,1,Sales Executive,3,Married,4222,3,No,13,4,2,0,38,2,1,28,6,6,13,No
24,Non-Travel,356,Human Resources,18,4,4,Female,3,Sales Representative,3,Single,18584,8,Yes,21,4,4,2,32,4,3,17,11,13,14,No
24,Travel_Rarely,329,Research & Development,5,3,1,Female,1,Manufacturing Director,4,Married,16420,5,No,16,3,3,2,32,0,1,15,12,12,4,No
25,Travel_Rarely,862,Human Resources,7,4,2,Male,3,Manager,4,Divorced,6024,4,Yes,10,4,3,2,39,4,1,13,8,3,1,Yes
37,Non-Travel,1064,Research & Development,14,1,2,Female,5,Manufacturing Director,1,Married,6901,9,Yes,18,4,2,0,31,1,3,20,7,13,13,Yes
40,Travel_Rarely,387,Research & Development,18,4,2,Female,5,Laboratory Technician,3,Divorced,6797,0,No,21,4,3,0,26,5,2,22,14,1,13,No
18,Non-Travel,1323,Sales,24,3,1,Male,5,Manufacturing Director,3,Married,9578,9,Yes,17,4,4,0,12,0,2,13,13,5,3,Yes
53,Travel_Frequently,1316,Sales,21,1,4,Male,3,Manager,1,Single,14588,8,No,14,3,2,0,1,0,2,28,10,4,4,Yes
46,Non-Travel,213,Sales,28,1,3,Male,4,Research Scientist,2,Married,15999,3,No,14,3,2,2,15,4,1,13,7,10,15,Yes
20,Travel_Rarely,526,Sales,7,1,4,Male,1,Research Scientist,2,Single,17522,2,No,11,3,3,0,9,5,3,30,7,13,10,No
53,Non-Travel,878,Research & Development,11,1,2,Female,4,Research Scientist,3,Divorced,19882,3,No,18,4,2,2,18,0,2,29,5,5,14,No
19,Travel_Rarely,787,Sales,8,4,2,Male,5,Sales Representative,2,Single,3028,7,Yes,19,3,3,2,15,5,1,9,5,2,14,Yes
41,Non-Travel,456,Research & Development,25,4,3,Male,1,Laboratory Technician,3,Single,13659,1,No,18,3,2,1,4,3,1,1,9,11,7,No
37,Travel_Frequently,841,Sales,18,4,3,Male,2,Manager,3,Single,11803,5,No,21,4,4,1,11,5,2,13,7,2,0,No
39,Travel_Rarely,1447,Sales,15,1,1,Male,5,Research Scientist,1,Single,18063,0,Yes,15,3,1,0,33,5,1,11,14,4,5,Yes
58,Travel_Frequently,530,Human Resources,17,3,4,Male,3,Laboratory Technician,2,Single,15071,0,Yes,23,3,4,1,9,5,2,13,17,0,12,Yes
56,Travel_Rarely,406,Sales,10,4,4,Male,4,Manager,2,Married,16849,4,No,17,3,2,2,11,1,1,28,11,2,11,No
29,Travel_Rarely,1133,Research & Development,25,4,3,Female,5,Sales Representative,4,Single,17503,0,No,22,3,4,0,23,0,3,28,6,0,4,No
42,Non-Travel,898,Sales,18,1,2,Male,5,Sales Representative,1,Divorced,16425,7,Yes,13,4,3,2,25,2,2,23,17,0,9,Yes
58,Travel_Frequently,1068,Sales,15,3,2,Female,1,Manager,4,Single,3120,1,Yes,13,4,3,1,0,3,2,29,0,2,2,Yes
48,Non-Travel,1004,Sales,20,1,1,Male,2,Laboratory Technician,4,Married,12993,8,Yes,17,4,3,1,20,5,3,13,4,13,3,No
55,Non-Travel,1165,Sales,23,1,1,Female,2,Research Scientist,3,Married,19902,2,Yes,15,3,3,0,11,0,3,28,0,13,0,No
36,Travel_Frequently,1120,Sales,12,4,2,Female,5,Sales Representative,4,Divorced,10066,8,Yes,15,4,2,0,24,5,3,9,9,8,10,No
29,Travel_Frequently,948,Research & Development,21,4,1,Male,5,Manufacturing Director,2,Married,3333,2,No,22,3,4,1,14,2,1,6,11,0,2,No
39,Travel_Rarely,736,Sales,23,1,2,Male,5,Laboratory Technician,1,Divorced,2372,4,Yes,19,3,3,1,24,2,2,29,12,3,4,Yes
52,Travel_Rarely,744,Human Resources,19,4,2,Female,1,Sales Representative,4,Married,16358,2,Yes,17,4,2,1,24,0,3,5,0,4,9,No
57,Non-Travel,471,Research & Development,4,4,1,Female,4,Manufacturing Director,1,Divorced,17278,7,No,23,3,4,0,10,2,2,31,3,14,16,No
46,Travel_Rarely,728,Research & Development,6,3,2,Female,3,Healthcare Representative,4,Single,4234,8,Yes,15,3,2,2,3,2,3,19,0,7,7,No
47,Travel_Frequently,947,Human Resources,1,1,1,Female,4,Research Scientist,3,Married,19236,9,Yes,19,3,4,1,8,2,1,27,9,11,11,Yes
39,Travel_Rarely,1103,Human Resources,8,3,4,Female,1,Laboratory Technician,3,Single,12918,5,Yes,12,3,1,2,9,5,1,8,12,2,16,Yes
31,Non-Travel,1182,Research & Development,5,3,3,Male,1,Laboratory Technician,3,Single,7539,1,Yes,16,4,1,1,10,0,3,13,15,8,6,Yes
35,Travel_Frequently,627,Human Resources,16,2,1,Male,2,Healthcare Representative,3,Married,7793,1,No,11,3,3,1,37,1,3,2,11,9,5,No
38,Travel_Frequently,1126,Research & Development,26,4,1,Male,2,Healthcare Representative,4,Married,5807,2,Yes,10,3,4,0,10,0,3,28,17,9,13,No
52,Non-Travel,712,Human Resources,2,3,1,Male,4,Manager,1,Divorced,7793,1,No,21,3,3,0,9,1,3,32,13,0,7,No
41,Travel_Rarely,601,Human Resources,8,2,1,Male,1,Manufacturing Director,2,Married,3591,3,Yes,20,4,3,1,39,3,3,2,17,8,10,No
51,Travel_Rarely,329,Human Resources,2,2,3,Male,5,Laboratory Technician,2,Married,8350,5,Yes,13,4,2,0,28,3,2,3,16,6,8,Yes
19,Travel_Frequently,472,Research & Development,3,2,1,Female,1,Laboratory Technician,1,Single,4367,7,No,23,4,2,0,12,0,3,11,9,3,6,No
49,Travel_Rarely,1051,Research & Development,2,3,1,Female,3,Manager,3,Married,14809,6,No,20,3,1,1,32,2,1,14,8,3,6,No
39,Travel_Rarely,403,Research & Development,17,2,3,Male,3,Sales Representative,2,Single,14882,3,Yes,20,4,4,2,5,0,2,16,5,14,12,Yes
59,Travel_Rarely,207,Human Resources,26,3,4,Male,2,Sales Executive,4,Married,8676,7,Yes,17,3,2,1,29,5,2,29,16,14,12,No
37,Non-Travel,480,Human Resources,21,2,2,Female,1,Research Scientist,1,Single,19923,0,No,11,4,4,0,28,5,1,0,8,6,13,Yes
38,Travel_Rarely,1486,Sales,20,1,2,Male,1,Research Scientist,3,Married,18770,6,Yes,12,4,3,1,8,3,1,33,10,10,15,Yes
23,Travel_Rarely,309,Sales,5,1,4,Male,2,Manufacturing Director,4,Married,15660,9,Yes,22,3,3,0,8,5,2,27,13,4,16,Yes
51,Non-Travel,301,Human Resources,24,1,4,Female,3,Manufacturing Director,2,Divorced,5187,6,Yes,12,4,3,1,4,3,3,6,15,9,14,No
47,Travel_Rarely,664,Research & Development,17,1,4,Male,1,Sales Representative,3,Divorced,10446,8,Yes,23,4,3,0,10,5,2,31,13,5,7,Yes
54,Travel_Rarely,636,Research & Development,27,1,2,Female,5,Sales Executive,4,Single,1592,7,Yes,14,3,4,2,37,1,3,10,17,4,8,Yes
21,Travel_Frequently,1388,Human Resources,11,3,1,Female,5,Manufacturing Director,2,Divorced,2466,1,Yes,10,3,2,2,18,3,2,10,6,3,7,Yes
26,Travel_Rarely,432,Sales,20,3,4,Male,4,Laboratory Technician,2,Divorced,4745,0,No,10,4,2,1,7,1,3,19,4,5,7,No
54,Non-Travel,684,Sales,14,1,4,Male,5,Sales Executive,2,Married,14272,7,Yes,14,3,3,2,17,1,2,11,9,6,11,Yes
19,Travel_Frequently,506,Human Resources,15,2,3,Female,2,Healthcare Representative,2,Single,19243,6,Yes,22,4,2,2,0,0,1,5,13,12,9,Yes
39,Non-Travel,449,Human Resources,3,2,4,Male,5,Sales Executive,2,Divorced,1886,0,No,12,4,1,1,5,2,3,26,1,7,9,No
34,Travel_Rarely,551,Human Resources,14,3,4,Male,1,Sales Representative,2,Married,13360,1,Yes,13,3,4,0,1,4,2,31,15,0,16,Yes
57,Travel_Frequently,459,Human Resources,5,3,1,Female,4,Research Scientist,4,Single,10033,2,Yes,16,3,2,0,1,1,3,22,7,2,8,Yes
53,Travel_Rarely,1105,Human Resources,21,3,2,Male,3,Research Scientist,4,Divorced,12870,1,No,23,4,2,2,37,0,1,19,0,7,5,No
55,Travel_Rarely,1206,Human Resources,20,2,4,Female,3,Laboratory Technician,2,Married,9352,0,No,21,3,1,1,10,3,2,6,8,13,4,Yes
30,Travel_Frequently,347,Human Resources,25,1,3,Female,5,Sales Representative,4,Divorced,19585,7,Yes,15,4,3,1,34,4,2,9,0,9,5,No
42,Non-Travel,794,Research & Development,13,4,1,Female,2,Healthcare Representative,2,Single,6037,3,No,13,3,4,0,7,3,2,23,13,14,7,Yes
47,Travel_Rarely,469,Human Resources,24,4,1,Female,3,Manager,2,Single,9886,9,Yes,18,4,3,1,4,3,2,0,3,13,9,Yes
58,Non-Travel,1314,Sales,25,4,2,Female,3,Laboratory Technician,3,Married,14461,3,Yes,17,3,1,1,7,4,1,12,8,6,12,No
18,Travel_Rarely,241,Research & Development,14,3,2,Male,3,Research Scientist,1,Married,7286,3,Yes,15,3,1,1,39,0,3,24,2,1,2,No
59,Travel_Rarely,672,Sales,27,2,1,Female,2,Manager,1,Divorced,19751,6,No,19,3,2,1,39,4,2,34,0,4,11,Yes
32,Travel_Frequently,564,Human Resources,22,3,2,Male,4,Healthcare Representative,3,Divorced,1687,5,Yes,12,4,4,2,8,1,2,16,8,6,13,No
23,Travel_Frequently,608,Research & Development,9,4,3,Female,3,Sales Executive,1,Divorced,13051,1,Yes,23,3,1,2,28,4,3,6,5,5,5,Yes
43,Travel_Frequently,1417,Sales,14,1,4,Female,1,Sales Executive,4,Married,6663,7,Yes,14,3,4,0,21,1,3,13,16,14,5,No
50,Non-Travel,857,Research & Development,3,3,3,Female,3,Healthcare Representative,2,Divorced,3623,3,No,10,4,4,0,35,2,1,31,10,2,2,No
23,Travel_Rarely,632,Sales,11,3,3,Female,4,Healthcare Representative,1,Divorced,10332,9,No,19,4,1,1,28,3,3,24,16,1,0,No
19,Non-Travel,1231,Sales,11,4,3,Female,1,Manager,3,Divorced,12536,0,No,10,3,1,1,35,4,1,29,11,10,0,No
55,Non-Travel,1188,Research & Development,9,3,3,Female,1,Manufacturing Director,2,Divorced,1529,6,No,19,4,3,1,20,3,2,11,2,6,1,No
57,Non-Travel,302,Research & Development,10,4,1,Female,3,Manager,1,Married,13209,1,No,12,3,3,0,2,4,3,19,14,0,12,No
24,Travel_Rarely,746,Research & Development,2,4,2,Male,1,Manufacturing Director,1,Married,17429,7,Yes,18,4,3,0,21,0,1,5,15,8,10,Yes
55,Travel_Frequently,676,Sales,13,4,1,Male,3,Research Scientist,1,Divorced,1640,0,Yes,11,3,1,2,38,0,3,29,0,13,6,Yes
56,Non-Travel,729,Human Resources,6,1,1,Male,1,Healthcare Representative,3,Married,11618,2,Yes,12,3,1,2,34,1,2,32,2,2,15,Yes
59,Non-Travel,588,Sales,7,3,4,Female,5,Healthcare Representative,2,Married,19334,7,No,15,4,2,2,5,5,2,7,14,6,4,Yes
27,Non-Travel,1253,Human Resources,21,3,3,Male,4,Healthcare Representative,2,Divorced,17764,3,No,13,4,1,0,21,1,3,15,6,10,0,No
42,Non-Travel,1494,Sales,25,1,3,Female,4,Research Scientist,3,Divorced,10242,3,No,21,4,2,1,8,0,3,13,0,13,15,No
59,Travel_Frequently,137,Sales,5,4,2,Male,5,Manager,2,Married,14618,8,Yes,10,3,1,2,10,5,3,2,10,1,3,Yes
55,Travel_Rarely,1299,Research & Development,16,3,1,Male,4,Laboratory Technician,2,Married,7225,1,No,22,4,2,1,23,4,1,13,13,2,14,Yes
43,Travel_Rarely,1310,Human Resources,26,4,2,Female,1,Manager,2,Single,13088,0,Yes,24,4,1,0,35,5,3,19,5,8,11,No
26,Travel_Rarely,611,Human Resources,18,3,1,Female,5,Laboratory Technician,2,Married,4077,2,Yes,19,3,3,0,22,0,3,21,14,10,16,Yes
21,Non-Travel,779,Research & Development,3,4,4,Male,3,Laboratory Technician,2,Divorced,14647,5,No,17,4,2,1,35,1,3,17,5,7,9,No
28,Travel_Rarely,242,Sales,22,4,2,Female,4,Sales Representative,1,Single,10105,5,No,20,3,3,2,35,3,1,14,8,7,5,Yes
20,Travel_Frequently,591,Human Resources,2,1,1,Male,5,Manufacturing Director,3,Married,15188,1,Yes,16,3,2,0,6,4,2,34,5,10,6,Yes
26,Non-Travel,433,Sales,18,4,2,Male,3,Sales Representative,2,Married,16477,2,Yes,19,3,2,1,2,3,1,0,6,9,7,Yes
21,Travel_Rarely,1369,Research & Development,14,3,3,Female,5,Manager,1,Divorced,8914,0,No,12,3,3,2,2,0,2,17,8,12,10,No
50,Travel_Frequently,249,Human Resources,15,2,2,Male,5,Healthcare Representative,1,Single,6930,6,No,23,4,4,0,31,2,3,31,9,13,7,No
42,Travel_Frequently,575,Research & Development,7,1,1,Male,3,Laboratory Technician,3,Married,14772,1,Yes,20,4,4,0,38,1,1,26,0,1,2,No
39,Non-Travel,773,Human Resources,25,2,2,Female,1,Manager,3,Single,8617,8,Yes,16,3,2,2,22,0,2,2,8,1,3,No
52,Travel_Frequently,1468,Human Resources,3,3,3,Male,4,Laboratory Technician,2,Single,17541,4,No,11,4,1,2,9,1,2,22,11,10,15,No
35,Travel_Frequently,1244,Human Resources,27,3,3,Male,5,Healthcare Representative,3,Married,10173,5,No,10,3,4,1,19,2,3,7,15,12,3,No
34,Non-Travel,1410,Research & Development,2,3,3,Female,1,Manager,4,Married,15401,6,Yes,14,4,4,0,31,4,2,11,6,5,12,Yes
26,Non-Travel,534,Human Resources,9,3,3,Female,5,Laboratory Technician,3,Married,19021,9,No,24,4,3,1,3,5,3,3,0,12,12,No
36,Non-Travel,475,Sales,15,3,3,Male,4,Healthcare Representative,1,Divorced,13981,1,No,14,4,4,1,35,1,3,10,11,6,1,No
25,Non-Travel,899,Sales,15,3,2,Female,1,Healthcare Representative,3,Divorced,12491,4,Yes,12,3,2,0,8,1,1,30,2,9,12,Yes
42,Non-Travel,576,Sales,8,4,4,Female,4,Sales Executive,4,Single,16949,5,No,24,4,4,0,26,5,3,14,2,0,3,No
59,Non-Travel,122,Sales,9,4,4,Male,4,Laboratory Technician,1,Married,16560,9,No,22,3,2,2,18,3,2,11,17,13,5,Yes
40,Non-Travel,1237,Sales,16,4,1,Male,3,Manager,3,Single,5384,9,Yes,18,4,2,1,0,5,2,32,13,6,14,Yes
